Customer_ID,Customer_Name,Gender,Age_Group,Country,Customer_Segment
C1177,Customer 1177,Male,46+,UAE,Regular
C1178,Customer 1178,Male,18-25,UK,Premium
C1179,Customer 1179,Female,18-25,UK,Regular
C1180,Customer 1180,Male,18-25,India,Regular
C1181,Customer 1181,Male,26-35,UK,New
C1182,Customer 1182,Female,46+,UK,New
C1183,Customer 1183,Female,36-45,Australia,Premium
C1184,Customer 1184,Female,18-25,UK,New
C1185,Customer 1185,Male,26-35,Germany,Regular
C1186,Customer 1186,Female,36-45,UK,Regular
C1187,Customer 1187,Female,18-25,UK,Regular
C1188,Customer 1188,Female,26-35,UK,Regular
C1189,Customer 1189,Male,36-45,USA,Regular
C1190,Customer 1190,Female,26-35,Germany,Regular
C1191,Customer 1191,Male,46+,UK,New
C1192,Customer 1192,Male,26-35,Australia,Regular
C1193,Customer 1193,Female,18-25,India,Regular
C1194,Customer 1194,Female,46+,Australia,Regular
C1195,Customer 1195,Female,26-35,UAE,New
C1196,Customer 1196,Male,26-35,UK,New
C1197,Customer 1197,Male,26-35,Australia,Premium
C1198,Customer 1198,Female,36-45,UAE,Regular
C1199,Customer 1199,Female,18-25,USA,Regular
C1200,Customer 1200,Female,26-35,UAE,Regular
C1201,Customer 1201,Male,46+,Australia,Premium
C1202,Customer 1202,Male,36-45,Germany,Premium
C1203,Customer 1203,Male,18-25,Australia,Regular
C1204,Customer 1204,Male,18-25,UAE,Premium
C1205,Customer 1205,Male,36-45,India,Premium
C1206,Customer 1206,Male,18-25,UAE,New
C1207,Customer 1207,Female,18-25,Australia,Premium
C1208,Customer 1208,Male,26-35,USA,Regular
C1209,Customer 1209,Female,18-25,USA,Regular
C1210,Customer 1210,Male,18-25,India,Regular
C1211,Customer 1211,Male,18-25,USA,Regular
C1212,Customer 1212,Female,36-45,Australia,Regular
C1213,Customer 1213,Male,46+,UAE,Premium
C1214,Customer 1214,Female,18-25,India,Regular
C1215,Customer 1215,Male,36-45,India,Regular
C1216,Customer 1216,Female,26-35,Germany,Premium
C1217,Customer 1217,Female,46+,Germany,Regular
C1218,Customer 1218,Male,36-45,UK,Premium
C1219,Customer 1219,Male,26-35,Australia,Regular
C1220,Customer 1220,Male,26-35,India,Regular
C1221,Customer 1221,Female,46+,UAE,New
C1222,Customer 1222,Female,18-25,UAE,Regular
C1223,Customer 1223,Female,46+,USA,Regular
C1224,Customer 1224,Female,46+,USA,New
C1225,Customer 1225,Male,46+,USA,Regular
C1226,Customer 1226,Male,26-35,Australia,Regular
C1227,Customer 1227,Female,18-25,UK,Regular
C1228,Customer 1228,Male,46+,UK,Regular
C1229,Customer 1229,Male,36-45,Germany,Regular
C1230,Customer 1230,Female,36-45,USA,Premium
C1231,Customer 1231,Male,26-35,UK,Regular
C1232,Customer 1232,Male,46+,Germany,Regular
C1233,Customer 1233,Female,26-35,India,Regular
C1234,Customer 1234,Male,26-35,UK,New
C1235,Customer 1235,Female,46+,UK,New
C1236,Customer 1236,Male,26-35,USA,New
C1237,Customer 1237,Male,46+,Australia,Regular
C1238,Customer 1238,Male,18-25,USA,Regular
C1239,Customer 1239,Male,46+,USA,Regular
C1240,Customer 1240,Female,26-35,UAE,Premium
C1241,Customer 1241,Female,36-45,India,New
C1242,Customer 1242,Male,26-35,Australia,Regular
C1243,Customer 1243,Female,18-25,India,Regular
C1244,Customer 1244,Male,26-35,USA,Premium
C1245,Customer 1245,Female,36-45,India,New
C1246,Customer 1246,Male,36-45,India,Regular
C1247,Customer 1247,Female,26-35,UK,Regular
C1248,Customer 1248,Female,18-25,USA,New
C1249,Customer 1249,Male,36-45,Australia,Premium
C1250,Customer 1250,Female,18-25,USA,New
C1251,Customer 1251,Male,36-45,Germany,New
C1252,Customer 1252,Female,26-35,UK,Regular
C1253,Customer 1253,Female,46+,UAE,Regular
C1254,Customer 1254,Female,36-45,USA,Regular
C1255,Customer 1255,Female,26-35,Australia,Premium
C1256,Customer 1256,Male,46+,UAE,New
C1257,Customer 1257,Male,18-25,Australia,Premium
C1258,Customer 1258,Female,18-25,India,Regular
C1259,Customer 1259,Female,26-35,USA,Regular
C1260,Customer 1260,Male,36-45,Germany,Regular
C1261,Customer 1261,Male,26-35,Australia,Regular
C1262,Customer 1262,Male,36-45,India,Regular
C1263,Customer 1263,Female,26-35,UK,Regular
C1264,Customer 1264,Male,18-25,UK,New
C1265,Customer 1265,Female,36-45,UAE,New
C1266,Customer 1266,Male,18-25,India,Regular
C1267,Customer 1267,Male,36-45,India,Regular
C1268,Customer 1268,Female,26-35,UAE,Regular
C1269,Customer 1269,Female,18-25,India,Regular
C1270,Customer 1270,Female,46+,Germany,Regular
C1271,Customer 1271,Female,26-35,Germany,Regular
C1272,Customer 1272,Female,46+,Australia,Premium
C1273,Customer 1273,Female,46+,UAE,Regular
C1274,Customer 1274,Female,18-25,UAE,Regular
C1275,Customer 1275,Female,36-45,USA,New
C1276,Customer 1276,Female,36-45,UK,New
C1277,Customer 1277,Male,46+,USA,New
C1278,Customer 1278,Male,18-25,UAE,Premium
C1279,Customer 1279,Male,18-25,UAE,New
C1280,Customer 1280,Female,46+,Australia,Regular
C1281,Customer 1281,Male,18-25,Germany,Regular
C1282,Customer 1282,Male,46+,UK,Regular
C1283,Customer 1283,Female,18-25,India,New
C1284,Customer 1284,Male,18-25,India,New
C1285,Customer 1285,Male,26-35,UK,Regular
C1286,Customer 1286,Female,46+,UK,Premium
C1287,Customer 1287,Female,18-25,UAE,Regular
C1288,Customer 1288,Male,46+,UK,Regular
C1289,Customer 1289,Male,18-25,Germany,Regular
C1290,Customer 1290,Male,36-45,Australia,New
C1291,Customer 1291,Male,46+,India,Regular
C1292,Customer 1292,Female,36-45,UAE,Regular
C1293,Customer 1293,Male,18-25,UAE,Regular
C1294,Customer 1294,Male,36-45,India,Regular
C1295,Customer 1295,Female,36-45,UK,Regular
C1296,Customer 1296,Female,26-35,Germany,New
C1297,Customer 1297,Female,26-35,USA,Premium
C1298,Customer 1298,Male,18-25,India,Premium
C1299,Customer 1299,Male,36-45,UK,Regular
C1300,Customer 1300,Male,46+,Germany,Regular
C1301,Customer 1301,Male,36-45,Australia,New
C1302,Customer 1302,Male,46+,Australia,Premium
C1303,Customer 1303,Female,18-25,USA,Regular
C1304,Customer 1304,Female,46+,Australia,Premium
C1305,Customer 1305,Female,36-45,Germany,Regular
C1306,Customer 1306,Female,46+,USA,Regular
C1307,Customer 1307,Male,36-45,UAE,Regular
C1308,Customer 1308,Male,26-35,Australia,Regular
C1309,Customer 1309,Male,36-45,UK,Regular
C1310,Customer 1310,Female,46+,UK,Premium
C1311,Customer 1311,Female,26-35,UAE,Regular
C1312,Customer 1312,Male,18-25,USA,Regular
C1313,Customer 1313,Male,46+,UK,Premium
C1314,Customer 1314,Male,26-35,Australia,Premium
C1315,Customer 1315,Female,36-45,UK,Regular
C1316,Customer 1316,Male,46+,India,New
C1317,Customer 1317,Male,46+,Germany,Premium
C1318,Customer 1318,Female,18-25,India,New
C1319,Customer 1319,Male,46+,UK,Premium
C1320,Customer 1320,Male,46+,Australia,New
C1321,Customer 1321,Male,26-35,Germany,Regular
C1322,Customer 1322,Male,36-45,UAE,Regular
C1323,Customer 1323,Male,18-25,Australia,Premium
C1324,Customer 1324,Female,26-35,Germany,Regular
C1325,Customer 1325,Female,36-45,UK,New
C1326,Customer 1326,Male,18-25,Australia,Regular
C1327,Customer 1327,Female,46+,USA,Premium
C1328,Customer 1328,Female,18-25,UAE,Premium
C1329,Customer 1329,Male,18-25,UK,Regular
C1330,Customer 1330,Female,36-45,Germany,Regular
C1331,Customer 1331,Female,46+,Germany,Regular
C1332,Customer 1332,Female,18-25,Australia,Regular
C1333,Customer 1333,Male,26-35,Australia,Regular
C1334,Customer 1334,Male,26-35,USA,Regular
C1335,Customer 1335,Female,26-35,UK,New
C1336,Customer 1336,Female,46+,India,Premium
C1337,Customer 1337,Male,18-25,USA,Regular
C1338,Customer 1338,Male,46+,India,Regular
C1339,Customer 1339,Female,46+,UAE,New
C1340,Customer 1340,Female,26-35,USA,Premium
C1341,Customer 1341,Female,26-35,UK,Regular
C1342,Customer 1342,Female,46+,Germany,Regular
C1343,Customer 1343,Male,36-45,India,New
C1344,Customer 1344,Female,26-35,USA,Regular
C1345,Customer 1345,Male,18-25,India,Regular
C1346,Customer 1346,Female,46+,Australia,Premium
C1347,Customer 1347,Female,18-25,UAE,Regular
C1348,Customer 1348,Female,18-25,Germany,Regular
C1349,Customer 1349,Female,18-25,Germany,Regular
C1350,Customer 1350,Female,18-25,Germany,Regular
C1351,Customer 1351,Male,46+,Australia,New
C1352,Customer 1352,Male,18-25,Australia,Regular
C1353,Customer 1353,Female,18-25,UAE,Regular
C1354,Customer 1354,Female,18-25,Germany,Premium
C1355,Customer 1355,Male,36-45,UAE,Premium
C1356,Customer 1356,Male,36-45,Australia,Regular
C1357,Customer 1357,Male,36-45,UK,Regular
C1358,Customer 1358,Female,18-25,Germany,Regular
C1359,Customer 1359,Male,46+,UK,Regular
C1360,Customer 1360,Male,36-45,Australia,Regular
C1361,Customer 1361,Female,18-25,USA,New
C1362,Customer 1362,Male,36-45,USA,New
C1363,Customer 1363,Male,36-45,UAE,Regular
C1364,Customer 1364,Male,26-35,Germany,Regular
C1365,Customer 1365,Female,36-45,USA,Regular
C1366,Customer 1366,Male,36-45,UK,Premium
C1367,Customer 1367,Female,46+,India,New
C1368,Customer 1368,Male,18-25,Germany,Premium
C1369,Customer 1369,Male,36-45,UK,Premium
C1370,Customer 1370,Female,26-35,UK,New
C1371,Customer 1371,Male,18-25,Germany,Regular
C1372,Customer 1372,Male,46+,India,Regular
C1373,Customer 1373,Male,36-45,USA,New
C1374,Customer 1374,Male,36-45,India,Premium
C1375,Customer 1375,Male,46+,Australia,Premium
C1376,Customer 1376,Female,26-35,USA,Regular
C1377,Customer 1377,Female,26-35,Australia,Regular
C1378,Customer 1378,Female,36-45,UAE,Regular
C1379,Customer 1379,Male,36-45,USA,Regular
C1380,Customer 1380,Male,18-25,USA,New
C1381,Customer 1381,Male,36-45,UK,Regular
C1382,Customer 1382,Female,46+,UAE,New
C1383,Customer 1383,Male,18-25,UK,New
C1384,Customer 1384,Male,26-35,USA,Regular
C1385,Customer 1385,Male,18-25,Australia,New
C1386,Customer 1386,Male,26-35,Germany,Regular
C1387,Customer 1387,Female,46+,India,Regular
C1388,Customer 1388,Female,26-35,USA,New
C1389,Customer 1389,Female,36-45,Germany,Regular
C1390,Customer 1390,Male,46+,India,Regular
C1391,Customer 1391,Female,36-45,Australia,Regular
C1392,Customer 1392,Female,36-45,Germany,New
C1393,Customer 1393,Female,36-45,Germany,Regular
C1394,Customer 1394,Male,18-25,Germany,Regular
C1395,Customer 1395,Female,46+,UK,New
C1396,Customer 1396,Female,18-25,USA,Regular
C1397,Customer 1397,Male,46+,USA,Regular
C1398,Customer 1398,Female,46+,UK,Premium
C1399,Customer 1399,Male,18-25,Germany,Regular
C1400,Customer 1400,Female,46+,UAE,Regular
C1401,Customer 1401,Female,46+,Germany,New
C1402,Customer 1402,Female,26-35,USA,Regular
C1403,Customer 1403,Male,46+,Australia,Premium
C1404,Customer 1404,Male,36-45,UAE,Premium
C1405,Customer 1405,Female,26-35,Germany,Premium
C1406,Customer 1406,Female,46+,Australia,Regular
C1407,Customer 1407,Male,18-25,Australia,New
C1408,Customer 1408,Male,36-45,Germany,Premium
C1409,Customer 1409,Female,46+,Australia,New
C1410,Customer 1410,Female,18-25,USA,Regular
C1411,Customer 1411,Male,46+,Germany,New
C1412,Customer 1412,Female,26-35,USA,Regular
C1413,Customer 1413,Female,36-45,UK,Premium
C1414,Customer 1414,Female,46+,India,Regular
C1415,Customer 1415,Male,18-25,USA,Premium
C1416,Customer 1416,Female,18-25,USA,New
C1417,Customer 1417,Female,46+,UAE,New
C1418,Customer 1418,Male,18-25,Australia,Regular
C1419,Customer 1419,Male,18-25,Germany,New
C1420,Customer 1420,Female,36-45,India,New
C1421,Customer 1421,Female,46+,USA,New
C1422,Customer 1422,Male,46+,UK,New
C1423,Customer 1423,Female,36-45,UK,New
C1424,Customer 1424,Male,36-45,USA,Regular
C1425,Customer 1425,Male,46+,Australia,Regular
C1426,Customer 1426,Male,46+,UAE,Premium
C1427,Customer 1427,Female,36-45,Australia,New
C1428,Customer 1428,Male,18-25,UAE,Regular
C1429,Customer 1429,Male,36-45,India,Regular
C1430,Customer 1430,Female,36-45,UK,New
C1431,Customer 1431,Male,36-45,USA,Regular
C1432,Customer 1432,Female,46+,UAE,Regular
C1433,Customer 1433,Female,18-25,India,Regular
C1434,Customer 1434,Male,46+,Australia,Regular
C1435,Customer 1435,Female,46+,USA,Regular
C1436,Customer 1436,Male,46+,India,Regular
C1437,Customer 1437,Male,36-45,Germany,Regular
C1438,Customer 1438,Female,36-45,Australia,Regular
C1439,Customer 1439,Male,46+,Australia,Regular
C1440,Customer 1440,Male,36-45,UAE,Regular
C1441,Customer 1441,Male,26-35,UK,Regular
C1442,Customer 1442,Male,18-25,UK,Regular
C1443,Customer 1443,Male,26-35,USA,Regular
C1444,Customer 1444,Female,18-25,UK,Regular
C1445,Customer 1445,Male,18-25,UK,Regular
C1446,Customer 1446,Female,36-45,Australia,Regular
C1447,Customer 1447,Female,36-45,UK,Premium
C1448,Customer 1448,Male,26-35,UK,Regular
C1449,Customer 1449,Male,46+,UK,New
C1450,Customer 1450,Male,36-45,UK,Premium
C1451,Customer 1451,Female,26-35,USA,New
C1452,Customer 1452,Female,36-45,India,Regular
C1453,Customer 1453,Female,36-45,India,Regular
C1454,Customer 1454,Female,46+,UK,Regular
C1455,Customer 1455,Male,36-45,Germany,Regular
C1456,Customer 1456,Female,26-35,Germany,Premium
C1457,Customer 1457,Male,26-35,UK,Regular
C1458,Customer 1458,Male,26-35,USA,Regular
C1459,Customer 1459,Male,26-35,Australia,Premium
C1460,Customer 1460,Male,46+,UK,Regular
C1461,Customer 1461,Female,18-25,USA,Premium
C1462,Customer 1462,Male,46+,UAE,Regular
C1463,Customer 1463,Male,18-25,Australia,Premium
C1464,Customer 1464,Male,36-45,UK,Regular
C1465,Customer 1465,Male,26-35,Australia,New
C1466,Customer 1466,Male,46+,USA,New
C1467,Customer 1467,Female,46+,India,Regular
C1468,Customer 1468,Female,46+,USA,Premium
C1469,Customer 1469,Female,18-25,Germany,Premium
C1470,Customer 1470,Male,26-35,UAE,Premium
C1471,Customer 1471,Male,46+,Australia,Regular
C1472,Customer 1472,Male,36-45,USA,New
C1473,Customer 1473,Female,36-45,Australia,New
C1474,Customer 1474,Male,18-25,UK,New
C1475,Customer 1475,Female,46+,Germany,Premium
C1476,Customer 1476,Female,36-45,UAE,Regular
C1477,Customer 1477,Male,46+,USA,Premium
C1478,Customer 1478,Female,46+,USA,New
C1479,Customer 1479,Male,18-25,UAE,Premium
C1480,Customer 1480,Male,26-35,India,Regular
C1481,Customer 1481,Female,46+,UAE,Regular
C1482,Customer 1482,Female,36-45,India,Regular
C1483,Customer 1483,Female,18-25,UK,Regular
C1484,Customer 1484,Male,26-35,USA,New
C1485,Customer 1485,Female,26-35,Germany,New
C1486,Customer 1486,Male,46+,Germany,Regular
C1487,Customer 1487,Male,46+,UAE,Regular
C1488,Customer 1488,Male,46+,Australia,Premium
C1489,Customer 1489,Female,26-35,USA,New
C1490,Customer 1490,Female,26-35,UAE,Regular
C1491,Customer 1491,Female,36-45,UK,Premium
C1492,Customer 1492,Male,46+,Australia,New
C1493,Customer 1493,Male,26-35,UAE,Regular
C1494,Customer 1494,Male,18-25,UK,New
C1495,Customer 1495,Male,18-25,India,New
C1496,Customer 1496,Male,18-25,Germany,Regular
C1497,Customer 1497,Male,46+,UK,Regular
C1498,Customer 1498,Male,26-35,UAE,Regular
C1499,Customer 1499,Female,46+,USA,Regular
C1500,Customer 1500,Male,36-45,India,New
C1501,Customer 1501,Female,18-25,India,Regular
C1502,Customer 1502,Female,26-35,Australia,Regular
C1503,Customer 1503,Female,18-25,Germany,Regular
C1504,Customer 1504,Female,18-25,USA,Regular
C1505,Customer 1505,Female,18-25,Germany,Regular
C1506,Customer 1506,Female,46+,USA,New
C1507,Customer 1507,Female,36-45,UAE,Regular
C1508,Customer 1508,Male,36-45,Australia,New
C1509,Customer 1509,Female,46+,USA,New
C1510,Customer 1510,Female,18-25,USA,Regular
C1511,Customer 1511,Male,18-25,Australia,Regular
C1512,Customer 1512,Female,36-45,India,Regular
C1513,Customer 1513,Male,26-35,Germany,Premium
C1514,Customer 1514,Female,46+,Germany,Regular
C1515,Customer 1515,Male,36-45,India,New
C1516,Customer 1516,Female,26-35,India,Regular
C1517,Customer 1517,Male,18-25,Australia,Regular
C1518,Customer 1518,Female,26-35,India,Premium
C1519,Customer 1519,Male,46+,Germany,Regular
C1520,Customer 1520,Male,26-35,Germany,New
C1521,Customer 1521,Female,18-25,Germany,Regular
C1522,Customer 1522,Male,36-45,Australia,Regular
C1523,Customer 1523,Female,18-25,India,Premium
C1524,Customer 1524,Male,36-45,India,Regular
C1525,Customer 1525,Female,26-35,USA,Regular
C1526,Customer 1526,Male,36-45,UK,Premium
C1527,Customer 1527,Female,46+,Australia,Premium
C1528,Customer 1528,Female,46+,USA,New
C1529,Customer 1529,Male,26-35,Germany,Premium
C1530,Customer 1530,Male,36-45,USA,New
C1531,Customer 1531,Female,46+,Germany,Regular
C1532,Customer 1532,Male,36-45,India,Premium
C1533,Customer 1533,Female,26-35,UAE,Regular
C1534,Customer 1534,Male,46+,UK,Regular
C1535,Customer 1535,Male,36-45,Australia,Premium
C1536,Customer 1536,Male,26-35,USA,Premium
C1537,Customer 1537,Female,18-25,Australia,Regular
C1538,Customer 1538,Female,26-35,India,Regular
C1539,Customer 1539,Male,26-35,India,Premium
C1540,Customer 1540,Female,36-45,UAE,Premium
C1541,Customer 1541,Female,36-45,UK,New
C1542,Customer 1542,Male,18-25,UAE,Regular
C1543,Customer 1543,Male,36-45,UAE,New
C1544,Customer 1544,Female,26-35,USA,New
C1545,Customer 1545,Female,46+,India,Regular
C1546,Customer 1546,Female,36-45,India,Premium
C1547,Customer 1547,Female,36-45,Australia,Regular
C1548,Customer 1548,Male,36-45,UK,New
C1549,Customer 1549,Male,26-35,India,Regular
C1550,Customer 1550,Female,36-45,UAE,New
C1551,Customer 1551,Female,36-45,UK,New
C1552,Customer 1552,Male,36-45,USA,New
C1553,Customer 1553,Male,26-35,India,Regular
C1554,Customer 1554,Female,26-35,UAE,New
C1555,Customer 1555,Female,46+,USA,Premium
C1556,Customer 1556,Male,18-25,Australia,New
C1557,Customer 1557,Male,18-25,UAE,Regular
C1558,Customer 1558,Male,26-35,UK,New
C1559,Customer 1559,Male,26-35,Germany,Regular
C1560,Customer 1560,Female,36-45,USA,Regular
C1561,Customer 1561,Male,46+,Germany,New
C1562,Customer 1562,Female,46+,USA,New
C1563,Customer 1563,Male,46+,UK,Regular
C1564,Customer 1564,Male,36-45,UAE,Premium
C1565,Customer 1565,Male,18-25,UAE,Premium
C1566,Customer 1566,Male,26-35,UK,Regular
C1567,Customer 1567,Female,18-25,UAE,Regular
C1568,Customer 1568,Male,46+,UK,New
C1569,Customer 1569,Male,36-45,Australia,Regular
C1570,Customer 1570,Female,36-45,Australia,New
C1571,Customer 1571,Female,46+,Australia,New
C1572,Customer 1572,Female,36-45,UK,Premium
C1573,Customer 1573,Male,36-45,India,Regular
C1574,Customer 1574,Female,36-45,UAE,Regular
C1575,Customer 1575,Female,46+,UK,Regular
C1576,Customer 1576,Male,36-45,Australia,New
C1577,Customer 1577,Male,46+,India,New
C1578,Customer 1578,Female,26-35,Germany,New
C1579,Customer 1579,Male,26-35,USA,Premium
C1580,Customer 1580,Male,46+,Australia,New
C1581,Customer 1581,Male,26-35,India,Regular
C1582,Customer 1582,Male,26-35,Germany,New
C1583,Customer 1583,Male,26-35,UAE,Regular
C1584,Customer 1584,Female,46+,UK,Premium
C1585,Customer 1585,Male,36-45,UK,New
C1586,Customer 1586,Female,18-25,UK,Regular
C1587,Customer 1587,Male,46+,USA,Regular
C1588,Customer 1588,Female,18-25,Australia,Regular
C1589,Customer 1589,Female,26-35,India,Premium
C1590,Customer 1590,Female,36-45,UAE,Regular
C1591,Customer 1591,Female,18-25,India,Premium
C1592,Customer 1592,Male,46+,UK,Regular
C1593,Customer 1593,Female,18-25,Germany,New
C1594,Customer 1594,Female,36-45,UAE,Premium
C1595,Customer 1595,Female,46+,Australia,Regular
C1596,Customer 1596,Female,18-25,Germany,New
C1597,Customer 1597,Female,26-35,UAE,New
C1598,Customer 1598,Male,26-35,USA,Regular
C1599,Customer 1599,Female,18-25,Germany,New
C1600,Customer 1600,Male,18-25,UAE,Regular
C1601,Customer 1601,Female,36-45,Australia,Regular
C1602,Customer 1602,Male,46+,Germany,Regular
C1603,Customer 1603,Female,46+,India,Regular
C1604,Customer 1604,Female,26-35,Australia,New
C1605,Customer 1605,Male,46+,USA,Premium
C1606,Customer 1606,Female,18-25,UK,New
C1607,Customer 1607,Female,36-45,Germany,New
C1608,Customer 1608,Male,36-45,UK,Regular
C1609,Customer 1609,Female,36-45,USA,Premium
C1610,Customer 1610,Male,18-25,Germany,New
C1611,Customer 1611,Female,26-35,UAE,Regular
C1612,Customer 1612,Female,26-35,Germany,New
C1613,Customer 1613,Female,36-45,UAE,Regular
C1614,Customer 1614,Female,36-45,India,New
C1615,Customer 1615,Female,36-45,India,Regular
C1616,Customer 1616,Male,36-45,UK,Regular
C1617,Customer 1617,Male,18-25,USA,New
C1618,Customer 1618,Female,18-25,UAE,Regular
C1619,Customer 1619,Male,36-45,UK,Premium
C1620,Customer 1620,Male,46+,Germany,New
C1621,Customer 1621,Male,36-45,UAE,Regular
C1622,Customer 1622,Female,36-45,Germany,Regular
C1623,Customer 1623,Male,18-25,India,Regular
C1624,Customer 1624,Male,26-35,Germany,Regular
C1625,Customer 1625,Female,46+,UAE,Regular
C1626,Customer 1626,Male,18-25,Australia,Regular
C1627,Customer 1627,Male,26-35,UK,New
C1628,Customer 1628,Male,18-25,India,Regular
C1629,Customer 1629,Female,36-45,India,Regular
C1630,Customer 1630,Female,26-35,USA,New
C1631,Customer 1631,Female,26-35,India,Regular
C1632,Customer 1632,Male,18-25,USA,Regular
C1633,Customer 1633,Female,18-25,UK,New
C1634,Customer 1634,Female,26-35,Germany,Regular
C1635,Customer 1635,Male,36-45,Germany,Regular
C1636,Customer 1636,Male,18-25,Australia,Regular
C1637,Customer 1637,Female,46+,India,Regular
C1638,Customer 1638,Male,36-45,USA,New
C1639,Customer 1639,Female,46+,Germany,New
C1640,Customer 1640,Male,46+,Germany,Regular
C1641,Customer 1641,Female,36-45,UAE,New
C1642,Customer 1642,Male,36-45,UK,New
C1643,Customer 1643,Male,26-35,Germany,New
C1644,Customer 1644,Female,46+,Germany,Regular
C1645,Customer 1645,Male,26-35,USA,Regular
C1646,Customer 1646,Female,18-25,India,Regular
C1647,Customer 1647,Female,26-35,Australia,Regular
C1648,Customer 1648,Female,18-25,Germany,Regular
C1649,Customer 1649,Male,46+,USA,New
C1650,Customer 1650,Male,26-35,UK,New
C1651,Customer 1651,Male,36-45,Australia,Regular
C1652,Customer 1652,Female,26-35,India,Regular
C1653,Customer 1653,Female,18-25,India,Premium
C1654,Customer 1654,Male,18-25,India,Regular
C1655,Customer 1655,Female,46+,Australia,Regular
C1656,Customer 1656,Male,46+,USA,Regular
C1657,Customer 1657,Male,46+,UK,Regular
C1658,Customer 1658,Female,18-25,UK,Regular
C1659,Customer 1659,Female,18-25,India,Regular
C1660,Customer 1660,Male,46+,India,Regular
C1661,Customer 1661,Male,46+,India,Regular
C1662,Customer 1662,Male,36-45,India,Regular
C1663,Customer 1663,Male,46+,USA,Regular
C1664,Customer 1664,Female,18-25,Australia,New
C1665,Customer 1665,Female,26-35,UAE,Premium
C1666,Customer 1666,Male,18-25,USA,Regular
C1667,Customer 1667,Male,26-35,UK,Regular
C1668,Customer 1668,Female,18-25,UK,Premium
C1669,Customer 1669,Male,46+,USA,Regular
C1670,Customer 1670,Male,26-35,UK,Regular
C1671,Customer 1671,Male,46+,Australia,Premium
C1672,Customer 1672,Male,36-45,India,Premium
C1673,Customer 1673,Female,26-35,Germany,Premium
C1674,Customer 1674,Female,18-25,India,Premium
C1675,Customer 1675,Female,18-25,Germany,New
C1676,Customer 1676,Male,18-25,USA,New
C1677,Customer 1677,Male,26-35,UAE,New
C1678,Customer 1678,Female,26-35,UK,Regular
C1679,Customer 1679,Female,46+,USA,Regular
C1680,Customer 1680,Female,18-25,UK,Regular
C1681,Customer 1681,Male,46+,UK,New
C1682,Customer 1682,Female,18-25,Australia,Premium
C1683,Customer 1683,Male,18-25,India,Premium
C1684,Customer 1684,Male,18-25,USA,Premium
C1685,Customer 1685,Male,36-45,UK,Regular
C1686,Customer 1686,Male,46+,India,Regular
C1687,Customer 1687,Male,36-45,USA,Premium
C1688,Customer 1688,Female,36-45,UK,Regular
C1689,Customer 1689,Female,46+,Australia,New
C1690,Customer 1690,Male,18-25,Germany,New
C1691,Customer 1691,Male,46+,USA,Regular
C1692,Customer 1692,Female,18-25,India,New
C1693,Customer 1693,Male,46+,UAE,Regular
C1694,Customer 1694,Male,26-35,UAE,New
C1695,Customer 1695,Female,18-25,India,Premium
C1696,Customer 1696,Female,18-25,USA,New
C1697,Customer 1697,Female,36-45,USA,Regular
C1698,Customer 1698,Male,46+,USA,Regular
C1699,Customer 1699,Female,18-25,Germany,Regular
C1700,Customer 1700,Male,26-35,USA,Regular
C1701,Customer 1701,Male,26-35,UAE,Premium
C1702,Customer 1702,Male,46+,UAE,Regular
C1703,Customer 1703,Male,26-35,USA,Premium
C1704,Customer 1704,Male,46+,UK,New
C1705,Customer 1705,Female,18-25,USA,Regular
C1706,Customer 1706,Male,18-25,Australia,New
C1707,Customer 1707,Male,18-25,UK,New
C1708,Customer 1708,Female,36-45,UK,New
C1709,Customer 1709,Female,46+,UAE,Premium
C1710,Customer 1710,Male,18-25,UK,Regular
C1711,Customer 1711,Male,26-35,UAE,Regular
C1712,Customer 1712,Male,46+,Germany,Regular
C1713,Customer 1713,Male,46+,Germany,New
C1714,Customer 1714,Female,36-45,Germany,Regular
C1715,Customer 1715,Female,46+,Australia,Regular
C1716,Customer 1716,Female,46+,UK,Premium
C1717,Customer 1717,Female,26-35,UAE,Regular
C1718,Customer 1718,Female,18-25,Germany,Premium
C1719,Customer 1719,Male,26-35,Germany,Regular
C1720,Customer 1720,Female,46+,UAE,Regular
C1721,Customer 1721,Female,46+,UAE,Regular
C1722,Customer 1722,Male,18-25,UK,New
C1723,Customer 1723,Female,36-45,UK,Regular
C1724,Customer 1724,Female,18-25,USA,Regular
C1725,Customer 1725,Male,36-45,USA,New
C1726,Customer 1726,Female,26-35,UAE,Regular
C1727,Customer 1727,Male,26-35,UK,Regular
C1728,Customer 1728,Male,18-25,Australia,Regular
C1729,Customer 1729,Female,46+,UK,Regular
C1730,Customer 1730,Female,26-35,UK,Regular
C1731,Customer 1731,Male,26-35,Germany,Regular
C1732,Customer 1732,Female,18-25,USA,Regular
C1733,Customer 1733,Male,46+,UAE,Regular
C1734,Customer 1734,Female,18-25,India,Regular
C1735,Customer 1735,Male,36-45,Germany,Regular
C1736,Customer 1736,Female,18-25,Germany,Premium
C1737,Customer 1737,Male,46+,USA,Regular
C1738,Customer 1738,Male,26-35,UAE,New
C1739,Customer 1739,Male,26-35,Germany,Regular
C1740,Customer 1740,Male,18-25,Germany,Regular
C1741,Customer 1741,Male,36-45,India,Regular
C1742,Customer 1742,Male,36-45,Australia,Premium
C1743,Customer 1743,Male,26-35,UAE,New
C1744,Customer 1744,Female,26-35,Germany,Regular
C1745,Customer 1745,Male,36-45,UK,New
