Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Discount_%,Revenue,Profit
O08049,2024-05-08,C2089,P036,S007,4,72.0,20,230.4,55.2
O08050,2024-12-19,C0812,P039,S022,3,703.2,10,1898.64,854.39
O08051,2024-08-27,C0874,P059,S006,4,34.0,15,115.6,24.86
O08052,2025-09-10,C1483,P149,S021,5,130.0,10,585.0,160.55
O08053,2024-08-29,C1205,P106,S020,4,54.0,20,172.8,60.32
O08054,2025-10-08,C1141,P004,S034,5,97.2,20,388.8,90.29
O08055,2024-01-29,C0353,P114,S008,5,165.0,0,825.0,163.72
O08056,2024-05-25,C0331,P086,S034,1,60.0,0,60.0,13.14
O08057,2024-05-02,C2309,P044,S024,2,84.0,15,142.8,28.08
O08058,2025-06-28,C2893,P049,S009,5,120.0,10,540.0,173.65
O08059,2025-04-25,C0456,P007,S030,1,64.0,15,54.4,15.47
O08060,2025-09-18,C0795,P115,S006,2,50.0,20,80.0,23.76
O08061,2025-01-05,C0993,P089,S020,3,84.0,5,239.4,50.98
O08062,2024-03-01,C1999,P073,S033,5,82.0,0,410.0,94.16
O08063,2024-05-27,C2945,P121,S019,1,85.2,10,76.68,21.07
O08064,2024-10-18,C0222,P056,S026,2,47.0,15,79.9,18.14
O08065,2024-07-05,C2058,P179,S023,5,89.0,15,378.25,90.54
O08066,2025-01-06,C2980,P025,S032,1,73.0,10,65.7,16.71
O08067,2024-11-10,C2434,P150,S026,1,75.0,5,71.25,21.31
O08068,2024-07-25,C1241,P097,S036,1,61.0,5,57.95,14.58
O08069,2025-11-11,C0613,P098,S025,2,101.0,10,181.8,39.88
O08070,2024-05-21,C1301,P130,S014,3,69.0,20,165.6,31.78
O08071,2025-12-18,C2041,P077,S031,1,156.0,5,148.2,50.56
O08072,2024-05-26,C1649,P034,S014,5,43.0,10,193.5,62.85
O08073,2024-02-26,C1150,P110,S025,5,81.0,20,324.0,73.67
O08074,2025-02-15,C2295,P108,S027,2,58.0,5,110.2,36.74
O08075,2025-09-07,C1889,P057,S017,5,101.0,15,429.25,84.38
O08076,2025-07-08,C0827,P160,S034,1,71.0,0,71.0,20.34
O08077,2025-02-26,C2185,P106,S007,5,54.0,5,256.5,76.82
O08078,2025-06-26,C2122,P035,S026,4,86.0,5,326.8,101.22
O08079,2024-04-02,C1329,P003,S010,4,38.0,20,121.6,36.67
O08080,2025-03-13,C0943,P105,S033,5,81.0,10,364.5,106.08
O08081,2025-02-12,C1895,P149,S021,5,130.0,10,585.0,114.87
O08082,2025-03-16,C2961,P041,S025,1,112.0,10,100.8,35.02
O08083,2024-03-10,C1425,P039,S020,1,586.0,10,527.4,237.33
O08084,2025-02-04,C2322,P027,S035,3,46.0,0,138.0,46.81
O08085,2025-06-07,C2803,P114,S034,5,165.0,15,701.25,182.3
O08086,2024-02-16,C2827,P071,S012,4,123.0,20,393.6,97.79
O08087,2024-03-17,C0829,P118,S008,5,49.0,20,196.0,41.02
O08088,2025-03-14,C1567,P172,S019,5,86.0,0,430.0,103.28
O08089,2024-03-09,C1216,P114,S011,3,165.0,5,470.25,90.49
O08090,2024-05-26,C2896,P131,S032,1,73.0,20,58.4,11.12
O08091,2025-07-18,C0993,P154,S010,4,131.0,15,445.4,114.28
O08092,2025-03-01,C1600,P084,S003,5,88.0,20,352.0,87.32
O08093,2024-04-10,C1372,P126,S026,4,62.0,0,248.0,86.02
O08094,2025-03-03,C0088,P020,S026,5,96.0,10,432.0,103.2
O08095,2024-09-26,C1494,P085,S036,3,160.8,10,434.16,148.3
O08096,2024-06-10,C0071,P002,S003,4,88.8,10,319.68,80.86
O08097,2025-02-27,C0266,P022,S009,3,50.4,15,128.52,38.39
O08098,2025-02-05,C2103,P166,S001,3,304.0,20,729.6,328.32
O08099,2024-07-22,C2630,P105,S035,1,81.0,20,64.8,13.25
O08100,2025-03-01,C2479,P108,S018,5,58.0,10,261.0,52.08
O08101,2024-07-12,C2862,P100,S015,3,288.0,20,691.2,311.04
O08102,2024-10-18,C2038,P168,S008,1,65.0,5,61.75,17.63
O08103,2025-07-14,C2405,P149,S019,5,130.0,20,520.0,169.69
O08104,2024-09-01,C2196,P053,S023,3,57.0,5,162.45,51.43
O08105,2024-05-12,C0715,P082,S029,3,346.8,10,936.36,421.36
O08106,2024-05-28,C1678,P097,S028,2,61.0,20,97.6,27.13
O08107,2025-10-05,C0765,P134,S011,4,145.2,10,522.72,152.61
O08108,2024-11-03,C2054,P118,S036,4,49.0,5,186.2,45.89
O08109,2024-08-24,C1992,P033,S023,4,139.2,10,501.12,161.12
O08110,2024-04-18,C0486,P050,S014,1,90.0,5,85.5,16.55
O08111,2025-06-04,C2936,P081,S008,4,138.0,10,496.8,170.35
O08112,2024-08-08,C2518,P116,S035,4,79.0,0,316.0,83.3
O08113,2025-06-07,C2561,P019,S034,5,129.6,15,550.8,149.0
O08114,2025-07-08,C0980,P074,S035,2,159.0,5,302.1,104.57
O08115,2025-10-26,C0612,P147,S021,5,74.0,5,351.5,103.24
O08116,2024-01-22,C2770,P120,S025,1,187.2,0,187.2,55.69
O08117,2025-09-14,C1264,P016,S010,5,60.0,0,300.0,68.51
O08118,2024-08-20,C1506,P013,S022,5,79.2,15,336.6,112.67
O08119,2025-09-04,C2787,P159,S014,3,75.0,15,191.25,49.61
O08120,2025-03-17,C1901,P088,S016,1,170.0,0,170.0,50.98
O08121,2024-04-28,C0037,P042,S014,2,92.4,10,166.32,36.93
O08122,2025-02-15,C1279,P141,S036,4,154.0,0,616.0,149.81
O08123,2024-09-17,C2335,P138,S012,3,485.0,5,1382.25,622.01
O08124,2024-08-08,C2913,P022,S010,3,42.0,15,107.1,34.19
O08125,2025-11-24,C1333,P149,S012,5,156.0,20,624.0,136.51
O08126,2025-04-16,C2176,P012,S002,2,388.0,0,776.0,349.2
O08127,2024-04-17,C0025,P032,S015,3,130.0,15,331.5,66.34
O08128,2024-10-04,C0043,P013,S024,4,66.0,15,224.4,52.32
O08129,2025-01-31,C2202,P105,S030,4,81.0,0,324.0,93.74
O08130,2024-02-01,C0708,P169,S011,5,46.0,10,207.0,67.78
O08131,2024-05-16,C0364,P029,S030,2,126.0,10,226.8,41.25
O08132,2024-04-07,C1901,P002,S026,5,88.8,15,377.4,117.07
O08133,2025-06-26,C0530,P058,S003,5,62.0,0,310.0,95.99
O08134,2025-08-22,C0213,P172,S011,4,86.0,15,292.4,86.51
O08135,2024-08-10,C2721,P082,S009,2,289.0,10,520.2,234.09
O08136,2025-12-29,C2967,P146,S001,2,87.0,15,147.9,45.66
O08137,2025-08-10,C0283,P013,S008,4,79.2,15,269.28,66.75
O08138,2025-11-28,C1415,P010,S032,4,39.0,20,124.8,23.32
O08139,2025-03-21,C2714,P107,S011,2,82.0,10,147.6,36.35
O08140,2025-05-05,C0722,P092,S005,3,111.0,20,266.4,82.41
O08141,2025-01-08,C0582,P114,S024,3,165.0,15,420.75,138.77
O08142,2025-04-22,C0475,P093,S018,4,46.0,15,156.4,50.12
O08143,2024-01-21,C2112,P159,S007,4,75.0,15,255.0,74.79
O08144,2025-10-16,C2569,P025,S009,3,73.0,5,208.05,44.87
O08145,2024-05-29,C2716,P092,S024,1,111.0,15,94.35,26.04
O08146,2025-01-16,C0924,P039,S035,5,586.0,0,2930.0,1318.5
O08147,2025-03-05,C0812,P134,S035,5,121.0,10,544.5,146.3
O08148,2024-09-24,C0390,P031,S036,4,100.0,10,360.0,105.93
O08149,2025-08-21,C0296,P172,S003,4,86.0,5,326.8,64.17
O08150,2024-09-09,C2556,P036,S020,3,60.0,0,180.0,62.5
O08151,2024-04-04,C2305,P070,S018,5,91.0,20,364.0,76.16
O08152,2024-07-22,C0488,P085,S006,2,160.8,10,289.44,54.07
O08153,2024-06-06,C0471,P081,S021,4,138.0,5,524.4,164.86
O08154,2025-05-27,C0836,P175,S014,1,80.0,15,68.0,20.25
O08155,2025-04-07,C1646,P061,S022,1,73.2,20,58.56,11.36
O08156,2024-01-12,C2454,P161,S032,4,52.8,5,200.64,66.61
O08157,2025-02-13,C2777,P171,S035,5,95.0,10,427.5,84.83
O08158,2025-07-10,C2924,P006,S003,4,127.0,5,482.6,93.8
O08159,2024-02-21,C2516,P092,S022,4,133.2,5,506.16,93.98
O08160,2024-02-19,C1588,P134,S034,4,121.0,15,411.4,119.45
O08161,2025-05-22,C2990,P018,S018,5,52.8,15,224.4,77.47
O08162,2024-01-11,C0614,P045,S006,3,51.0,10,137.7,25.93
O08163,2025-02-16,C1787,P009,S022,5,96.0,0,480.0,167.46
O08164,2024-02-12,C2116,P118,S004,1,49.0,5,46.55,13.51
O08165,2025-07-02,C2413,P168,S007,2,65.0,10,117.0,25.06
O08166,2025-10-18,C1942,P155,S023,2,532.0,20,851.2,383.04
O08167,2025-10-22,C2014,P070,S036,2,91.0,10,163.8,32.44
O08168,2025-08-29,C1436,P087,S031,5,387.0,15,1644.75,740.14
O08169,2024-04-09,C1326,P022,S008,3,42.0,0,126.0,39.13
O08170,2025-09-07,C0246,P176,S012,2,53.0,5,100.7,18.29
O08171,2025-03-28,C1447,P003,S036,2,38.0,0,76.0,22.15
O08172,2025-04-29,C0199,P040,S029,2,147.0,0,294.0,59.75
O08173,2025-06-03,C1929,P042,S021,1,92.4,15,78.54,22.08
O08174,2025-02-05,C2085,P161,S011,2,52.8,0,105.6,19.21
O08175,2025-12-27,C1129,P058,S020,1,62.0,0,62.0,19.22
O08176,2024-09-10,C1635,P116,S010,5,79.0,5,375.25,120.93
O08177,2024-10-08,C1685,P178,S028,2,64.0,5,121.6,35.04
O08178,2024-03-27,C0298,P082,S008,5,289.0,0,1445.0,650.25
O08179,2024-01-16,C1323,P132,S025,4,378.0,15,1285.2,578.34
O08180,2025-02-01,C2099,P090,S024,1,251.0,0,251.0,112.95
O08181,2024-02-22,C2101,P059,S002,1,34.0,0,34.0,6.56
O08182,2025-07-25,C2538,P009,S008,5,96.0,5,456.0,98.83
O08183,2024-08-01,C2368,P115,S009,1,50.0,15,42.5,9.97
O08184,2024-04-09,C0958,P111,S010,1,74.0,0,74.0,20.31
O08185,2025-06-16,C0021,P015,S006,5,38.0,20,152.0,41.9
O08186,2024-08-08,C2612,P147,S027,4,88.8,10,319.68,74.15
O08187,2024-11-27,C2620,P126,S029,5,62.0,10,279.0,60.71
O08188,2024-05-31,C1777,P065,S033,5,67.0,20,268.0,75.28
O08189,2024-11-10,C1872,P132,S009,5,453.6,5,2154.6,969.57
O08190,2024-01-11,C2265,P116,S004,2,94.8,10,170.64,58.97
O08191,2025-05-10,C0089,P109,S005,3,167.0,10,450.9,138.47
O08192,2025-12-06,C2535,P134,S003,4,145.2,10,522.72,165.62
O08193,2025-01-18,C0100,P150,S036,5,75.0,0,375.0,84.98
O08194,2025-12-18,C2715,P129,S014,5,51.0,15,216.75,57.53
O08195,2024-07-22,C0734,P032,S007,2,156.0,20,249.6,66.82
O08196,2025-02-15,C2745,P172,S004,4,86.0,15,292.4,58.15
O08197,2024-09-26,C2778,P162,S012,4,160.0,10,576.0,170.31
O08198,2025-11-22,C1852,P092,S006,5,111.0,0,555.0,122.43
O08199,2025-05-31,C2360,P011,S034,5,66.0,10,297.0,87.51
O08200,2025-03-28,C2890,P022,S010,2,50.4,10,90.72,31.1
O08201,2025-06-12,C1439,P124,S024,2,45.0,20,72.0,13.26
O08202,2025-05-27,C0587,P025,S007,3,73.0,20,175.2,37.13
O08203,2025-01-09,C2325,P045,S003,1,51.0,15,43.35,13.15
O08204,2024-07-11,C0152,P102,S025,5,175.2,0,876.0,229.33
O08205,2025-01-04,C0378,P090,S023,5,251.0,15,1066.75,480.04
O08206,2025-09-03,C2825,P007,S004,3,64.0,0,192.0,38.2
O08207,2024-09-26,C2717,P065,S034,2,67.0,15,113.9,29.55
O08208,2025-12-08,C0423,P151,S017,1,139.2,5,132.24,44.67
O08209,2025-07-27,C2988,P043,S027,1,63.0,15,53.55,13.63
O08210,2024-03-23,C1513,P033,S015,5,116.0,5,551.0,129.55
O08211,2024-08-26,C2935,P059,S005,3,34.0,0,102.0,18.58
O08212,2024-07-08,C1025,P105,S032,3,81.0,10,218.7,57.43
O08213,2024-03-29,C2572,P134,S008,3,121.0,15,308.55,87.91
O08214,2024-11-07,C0068,P067,S001,4,135.0,15,459.0,94.16
O08215,2025-09-26,C2236,P017,S003,5,204.0,15,867.0,191.65
O08216,2025-02-04,C2520,P090,S014,4,251.0,5,953.8,429.21
O08217,2024-10-18,C0602,P169,S023,4,46.0,0,184.0,49.05
O08218,2024-05-13,C1343,P152,S026,3,71.0,20,170.4,52.26
O08219,2025-10-10,C2547,P065,S011,5,80.4,5,381.9,78.91
O08220,2025-01-06,C1495,P092,S008,2,133.2,20,213.12,72.32
O08221,2025-10-07,C2637,P039,S014,2,703.2,15,1195.44,537.95
O08222,2025-12-19,C1865,P129,S003,2,51.0,5,96.9,26.92
O08223,2025-12-27,C0030,P168,S003,4,65.0,15,221.0,47.69
O08224,2025-03-24,C0707,P044,S030,4,84.0,0,336.0,72.89
O08225,2025-07-04,C1721,P116,S007,1,79.0,10,71.1,14.55
O08226,2025-05-02,C1479,P061,S004,5,73.2,20,292.8,92.93
O08227,2024-12-22,C2111,P146,S004,4,87.0,0,348.0,119.18
O08228,2024-01-29,C0455,P065,S021,3,67.0,0,201.0,47.9
O08229,2025-09-28,C0064,P136,S031,5,66.0,10,297.0,82.65
O08230,2025-11-06,C2622,P028,S012,5,98.0,0,490.0,115.86
O08231,2024-01-20,C1683,P071,S004,4,123.0,20,393.6,132.1
O08232,2024-06-26,C2396,P087,S035,5,387.0,15,1644.75,740.14
O08233,2024-11-05,C2758,P002,S023,1,74.0,5,70.3,19.5
O08234,2024-03-08,C1425,P087,S001,3,387.0,5,1102.95,496.33
O08235,2025-11-23,C0099,P178,S006,3,64.0,5,182.4,56.69
O08236,2025-11-03,C1928,P048,S031,3,536.0,20,1286.4,578.88
O08237,2025-02-22,C1644,P061,S009,1,61.0,15,51.85,12.64
O08238,2025-03-06,C1260,P170,S001,5,48.0,15,204.0,63.44
O08239,2024-04-20,C0294,P067,S003,3,135.0,0,405.0,78.18
O08240,2025-06-24,C0137,P137,S024,2,43.2,0,86.4,28.09
O08241,2025-01-09,C1176,P049,S033,5,120.0,5,570.0,126.4
O08242,2025-04-12,C0512,P103,S025,2,92.4,20,147.84,48.1
O08243,2025-03-25,C2038,P110,S026,5,81.0,10,364.5,97.51
O08244,2024-07-13,C2456,P172,S024,5,86.0,15,365.5,86.79
O08245,2025-08-06,C1086,P003,S013,4,38.0,20,121.6,31.7
O08246,2025-04-03,C0936,P062,S031,5,134.4,0,672.0,125.61
O08247,2024-12-02,C1849,P054,S001,2,151.2,0,302.4,63.06
O08248,2025-03-01,C0206,P102,S024,2,146.0,5,277.4,54.1
O08249,2025-10-15,C2215,P037,S022,5,154.8,20,619.2,132.18
O08250,2024-06-02,C0293,P173,S006,4,117.6,5,446.88,118.45
O08251,2024-06-23,C2233,P179,S035,4,106.8,15,363.12,121.69
O08252,2025-08-21,C1653,P022,S014,1,42.0,20,33.6,7.93
O08253,2024-01-18,C2656,P075,S028,1,75.0,20,60.0,13.25
O08254,2024-03-13,C2946,P017,S002,1,170.0,10,153.0,52.68
O08255,2024-06-02,C0569,P177,S035,5,126.0,0,630.0,183.3
O08256,2024-08-21,C0578,P093,S010,3,55.2,5,157.32,44.84
O08257,2024-06-02,C2197,P155,S028,5,532.0,20,2128.0,957.6
O08258,2024-09-15,C0367,P065,S031,1,67.0,10,60.3,17.17
O08259,2024-11-13,C0562,P018,S015,2,44.0,0,88.0,23.54
O08260,2025-08-09,C2423,P175,S006,3,80.0,15,204.0,38.63
O08261,2024-02-14,C1218,P049,S012,2,120.0,0,240.0,43.56
O08262,2025-01-29,C2214,P106,S034,3,54.0,0,162.0,30.14
O08263,2024-07-12,C0615,P058,S014,1,62.0,20,49.6,9.2
O08264,2024-06-25,C0545,P115,S025,4,50.0,5,190.0,61.85
O08265,2025-10-13,C1239,P158,S013,3,497.0,0,1491.0,670.95
O08266,2024-07-29,C2624,P068,S033,1,81.6,10,73.44,14.23
O08267,2024-06-29,C1320,P060,S024,3,387.0,10,1044.9,470.21
O08268,2024-10-24,C1592,P168,S028,1,65.0,0,65.0,16.45
O08269,2024-11-07,C0870,P051,S031,3,129.0,0,387.0,112.43
O08270,2024-05-05,C2681,P006,S035,3,152.4,15,388.62,135.83
O08271,2024-02-25,C2228,P069,S016,1,94.0,15,79.9,22.08
O08272,2025-12-28,C0884,P021,S012,5,84.0,20,336.0,89.17
O08273,2024-09-04,C0758,P035,S034,5,103.2,5,490.2,90.01
O08274,2025-06-12,C0600,P003,S021,4,38.0,0,152.0,29.56
O08275,2024-11-30,C0673,P094,S003,1,58.0,0,58.0,12.17
O08276,2024-05-01,C2492,P152,S012,4,71.0,5,269.8,92.73
O08277,2024-12-10,C0594,P087,S007,5,464.4,5,2205.9,992.66
O08278,2025-06-08,C0977,P170,S009,2,48.0,20,76.8,17.78
O08279,2024-12-27,C1348,P135,S010,2,127.0,15,215.9,61.14
O08280,2025-01-10,C1439,P171,S035,3,95.0,10,256.5,66.63
O08281,2024-12-24,C0848,P041,S023,4,112.0,0,448.0,154.31
O08282,2025-12-11,C1955,P112,S032,5,136.0,5,646.0,210.9
O08283,2024-08-19,C2677,P079,S031,4,83.0,5,315.4,66.85
O08284,2024-10-20,C1683,P162,S010,3,160.0,20,384.0,101.54
O08285,2025-03-29,C0825,P064,S028,1,73.0,0,73.0,20.21
O08286,2024-08-29,C0157,P050,S020,3,108.0,20,259.2,81.5
O08287,2025-07-15,C2855,P131,S019,4,73.0,15,248.2,73.45
O08288,2024-08-06,C0558,P131,S024,5,73.0,5,346.75,68.75
O08289,2024-08-05,C0658,P164,S022,2,158.4,10,285.12,62.7
O08290,2025-08-13,C2081,P175,S002,1,80.0,15,68.0,15.58
O08291,2025-05-01,C2897,P112,S001,3,163.2,5,465.12,88.1
O08292,2025-07-26,C0511,P144,S009,4,442.8,0,1771.2,797.04
O08293,2024-03-15,C2082,P071,S011,1,123.0,0,123.0,29.33
O08294,2024-08-29,C2694,P054,S003,1,126.0,20,100.8,29.3
O08295,2025-04-21,C1992,P002,S010,1,88.8,10,79.92,18.74
O08296,2025-08-08,C2538,P173,S010,1,98.0,0,98.0,18.01
O08297,2024-10-26,C1464,P016,S011,3,72.0,0,216.0,63.32
O08298,2024-08-31,C0322,P025,S027,5,87.6,15,372.3,98.9
O08299,2024-09-19,C2636,P063,S030,3,112.0,20,268.8,53.54
O08300,2024-10-08,C2739,P059,S012,3,34.0,15,86.7,24.44
O08301,2024-02-10,C2458,P109,S030,2,200.4,0,400.8,74.85
O08302,2024-03-17,C0353,P034,S008,4,43.0,20,137.6,30.16
O08303,2024-04-21,C2209,P040,S027,4,147.0,5,558.6,101.13
O08304,2024-01-28,C0902,P170,S014,4,48.0,15,163.2,47.08
O08305,2024-05-18,C2682,P150,S009,2,90.0,10,162.0,55.16
O08306,2025-09-29,C1258,P003,S004,5,38.0,5,180.5,56.32
O08307,2025-12-05,C0025,P007,S015,4,76.8,15,261.12,89.25
O08308,2025-04-08,C0475,P114,S032,2,165.0,5,313.5,89.27
O08309,2025-10-15,C0753,P164,S013,5,132.0,20,528.0,102.92
O08310,2025-11-11,C1990,P028,S030,1,98.0,0,98.0,23.14
O08311,2025-04-20,C0373,P014,S011,4,57.0,20,182.4,51.88
O08312,2025-08-23,C1106,P095,S036,2,102.0,15,173.4,57.56
O08313,2024-06-20,C0824,P155,S027,1,532.0,15,452.2,203.49
O08314,2024-08-18,C1877,P012,S029,3,388.0,0,1164.0,523.8
O08315,2024-10-20,C1480,P098,S022,4,101.0,5,383.8,74.22
O08316,2025-06-30,C0348,P126,S014,2,62.0,0,124.0,36.54
O08317,2024-11-22,C0777,P141,S023,2,154.0,15,261.8,87.39
O08318,2024-06-13,C1326,P011,S033,5,66.0,10,297.0,63.72
O08319,2025-08-14,C0502,P080,S006,3,46.0,20,110.4,34.81
O08320,2024-03-02,C0488,P065,S026,5,67.0,20,268.0,54.84
O08321,2024-10-05,C0302,P170,S011,5,57.6,15,244.8,67.39
O08322,2024-03-29,C1899,P176,S018,4,53.0,0,212.0,58.04
O08323,2024-12-16,C2821,P131,S010,3,73.0,15,186.15,58.09
O08324,2025-09-17,C2369,P090,S023,5,251.0,0,1255.0,564.75
O08325,2025-06-13,C0908,P008,S025,2,410.4,20,656.64,295.49
O08326,2025-09-09,C1990,P172,S023,4,86.0,5,326.8,73.51
O08327,2025-07-28,C1252,P025,S032,3,87.6,15,223.38,64.65
O08328,2025-04-03,C0217,P100,S003,2,345.6,15,587.52,264.38
O08329,2025-03-30,C2123,P117,S017,1,35.0,0,35.0,10.62
O08330,2025-09-24,C0470,P090,S033,5,251.0,10,1129.5,508.28
O08331,2025-11-16,C2016,P022,S035,4,42.0,10,151.2,47.92
O08332,2025-05-23,C0520,P163,S015,5,76.0,20,304.0,103.47
O08333,2024-03-24,C2151,P058,S023,1,74.4,15,63.24,15.16
O08334,2024-10-05,C1010,P111,S010,3,88.8,15,226.44,64.39
O08335,2025-01-13,C1225,P025,S002,5,73.0,5,346.75,83.17
O08336,2025-08-18,C1167,P001,S034,1,79.0,20,63.2,16.89
O08337,2024-10-10,C2097,P035,S009,5,86.0,15,365.5,93.46
O08338,2024-04-21,C0187,P025,S005,4,73.0,15,248.2,72.93
O08339,2024-02-01,C2344,P113,S030,4,91.0,20,291.2,96.38
O08340,2024-07-28,C0335,P100,S031,3,288.0,20,691.2,311.04
O08341,2024-03-05,C2943,P134,S021,3,121.0,20,290.4,62.17
O08342,2024-02-01,C1077,P097,S024,2,73.2,5,139.08,36.78
O08343,2024-08-04,C0772,P174,S018,1,93.0,20,74.4,17.96
O08344,2024-02-23,C1060,P133,S024,1,168.0,0,168.0,54.47
O08345,2024-07-07,C2671,P174,S011,3,93.0,15,237.15,70.05
O08346,2025-08-23,C2400,P065,S003,1,67.0,5,63.65,13.23
O08347,2024-03-14,C1507,P073,S036,5,82.0,20,328.0,100.94
O08348,2024-07-04,C1434,P063,S035,4,112.0,5,425.6,103.85
O08349,2024-09-15,C2652,P018,S016,5,44.0,5,209.0,68.98
O08350,2025-07-24,C1970,P151,S003,4,116.0,20,371.2,121.75
O08351,2024-08-26,C0035,P093,S031,2,55.2,10,99.36,20.24
O08352,2024-07-30,C2350,P103,S035,1,77.0,15,65.45,16.03
O08353,2024-12-04,C2108,P162,S020,5,160.0,20,640.0,149.95
O08354,2024-08-22,C2697,P048,S014,2,643.2,15,1093.44,492.05
O08355,2025-07-05,C1148,P052,S034,5,44.0,0,220.0,40.22
O08356,2025-02-24,C2530,P023,S004,4,362.4,0,1449.6,652.32
O08357,2025-01-24,C0180,P006,S032,5,127.0,0,635.0,149.29
O08358,2024-05-05,C0371,P159,S025,4,90.0,20,288.0,92.64
O08359,2025-10-26,C1974,P055,S032,1,84.0,5,79.8,15.52
O08360,2025-06-26,C2742,P165,S017,5,139.0,15,590.75,134.08
O08361,2025-02-23,C1682,P017,S024,1,170.0,20,136.0,40.1
O08362,2025-12-09,C1339,P095,S006,2,85.0,15,144.5,28.72
O08363,2025-03-21,C2833,P048,S017,4,536.0,5,2036.8,916.56
O08364,2024-12-21,C0659,P105,S012,2,81.0,0,162.0,50.21
O08365,2025-12-19,C1670,P117,S018,4,35.0,0,140.0,37.72
O08366,2025-03-27,C2920,P075,S018,4,75.0,0,300.0,93.31
O08367,2024-10-23,C1607,P032,S021,1,130.0,20,104.0,20.69
O08368,2024-06-22,C1891,P170,S016,1,48.0,0,48.0,9.22
O08369,2025-10-09,C0951,P134,S024,5,145.2,10,653.4,126.74
O08370,2025-10-09,C2086,P047,S033,2,89.0,0,178.0,43.41
O08371,2025-05-02,C1338,P114,S015,3,165.0,0,495.0,100.33
O08372,2025-01-21,C2324,P109,S024,2,200.4,20,320.64,73.31
O08373,2025-08-07,C2127,P089,S010,4,100.8,0,403.2,73.48
O08374,2025-07-24,C0801,P129,S002,2,51.0,20,81.6,20.74
O08375,2024-11-04,C2136,P045,S003,5,61.2,10,275.4,95.6
O08376,2025-10-06,C2116,P052,S016,3,44.0,10,118.8,31.77
O08377,2025-02-06,C1975,P129,S034,2,61.2,10,110.16,35.35
O08378,2025-03-16,C2744,P043,S027,1,75.6,10,68.04,12.95
O08379,2024-03-15,C0768,P102,S034,1,146.0,10,131.4,31.72
O08380,2024-03-24,C2521,P011,S032,5,66.0,0,330.0,99.66
O08381,2025-02-08,C0665,P080,S035,4,46.0,10,165.6,37.89
O08382,2024-12-22,C1239,P073,S004,3,98.4,5,280.44,61.53
O08383,2024-09-23,C1492,P044,S010,1,84.0,20,67.2,19.1
O08384,2024-08-31,C2345,P001,S003,2,79.0,5,150.1,31.45
O08385,2025-04-06,C0390,P050,S005,4,90.0,0,360.0,67.23
O08386,2025-03-17,C1402,P124,S028,3,45.0,20,108.0,25.66
O08387,2025-02-18,C1891,P164,S011,1,132.0,0,132.0,24.46
O08388,2024-06-04,C2067,P016,S035,4,60.0,15,204.0,62.42
O08389,2025-12-23,C0710,P162,S013,3,160.0,10,432.0,117.27
O08390,2024-03-30,C2590,P152,S022,4,71.0,5,269.8,51.19
O08391,2025-07-07,C0523,P162,S001,5,160.0,0,800.0,220.76
O08392,2025-02-16,C0050,P001,S027,1,94.8,20,75.84,21.01
O08393,2025-08-23,C2717,P079,S035,3,83.0,15,211.65,67.86
O08394,2025-07-22,C0013,P031,S027,3,100.0,10,270.0,81.62
O08395,2024-12-05,C0643,P111,S002,2,88.8,20,142.08,39.83
O08396,2025-02-15,C0706,P142,S011,2,62.0,10,111.6,35.57
O08397,2025-10-15,C0656,P029,S001,1,126.0,20,100.8,25.33
O08398,2024-09-19,C2705,P018,S026,3,44.0,20,105.6,23.81
O08399,2024-02-25,C2078,P148,S003,1,161.0,0,161.0,40.17
O08400,2024-05-20,C1611,P100,S013,3,345.6,10,933.12,419.9
O08401,2025-03-22,C2817,P046,S001,4,166.8,20,533.76,148.65
O08402,2024-04-12,C1061,P102,S012,5,146.0,15,620.5,162.12
O08403,2024-03-22,C0492,P089,S004,1,84.0,10,75.6,22.89
O08404,2025-03-20,C2345,P068,S009,4,68.0,0,272.0,70.88
O08405,2024-03-26,C1465,P137,S008,3,36.0,20,86.4,17.36
O08406,2024-01-16,C1282,P007,S032,1,64.0,20,51.2,13.41
O08407,2025-09-29,C0989,P158,S010,1,497.0,10,447.3,201.28
O08408,2024-06-27,C1143,P106,S002,3,54.0,20,129.6,31.02
O08409,2025-07-14,C0557,P123,S029,2,74.0,20,118.4,26.22
O08410,2024-02-09,C1719,P143,S026,3,36.0,0,108.0,21.14
O08411,2025-06-19,C0168,P160,S005,2,85.2,0,170.4,41.83
O08412,2025-11-19,C1769,P052,S022,5,44.0,10,198.0,66.45
O08413,2025-07-15,C1971,P130,S022,5,82.8,10,372.6,102.66
O08414,2025-04-02,C2606,P074,S009,3,190.8,20,457.92,107.38
O08415,2025-03-01,C2977,P125,S019,3,37.0,0,111.0,25.28
O08416,2024-04-23,C1468,P106,S029,2,54.0,15,91.8,27.56
O08417,2024-05-09,C2538,P078,S030,5,75.0,0,375.0,77.79
O08418,2024-07-10,C1652,P041,S015,4,112.0,0,448.0,99.36
O08419,2024-03-30,C1815,P081,S036,3,138.0,15,351.9,90.86
O08420,2025-03-10,C0565,P094,S006,2,69.6,0,139.2,39.2
O08421,2025-11-02,C1403,P167,S027,2,160.8,20,257.28,79.34
O08422,2024-05-18,C1183,P047,S005,5,106.8,10,480.6,109.69
O08423,2024-07-01,C2822,P110,S017,5,81.0,15,344.25,106.9
O08424,2025-12-25,C0051,P042,S024,1,77.0,5,73.15,17.28
